numero_fiche,intitule_certification,nombre_offres,codes_rome_distincts,methode_correspondance,niveau_confiance
RNCP40820,"Ingénieur diplômé de l'Institut national des sciences appliquées Hauts-de- France, spécialité Mécanique et Energétique ",12,3,correspondance_officielle_france_competences,officiel
RNCP40826,"Ingénieur diplômé d'ECAM LaSalle, spécialité mécanique et génie électrique",16,3,correspondance_officielle_france_competences,officiel
RNCP40884,Expert en numérisation des systèmes et processus de production,12,3,correspondance_officielle_france_competences,officiel
RNCP40906,CQP Chargé de projets industriels,9,1,correspondance_officielle_france_competences,officiel
RNCP40938,"Ingénieur diplômé de l'Ecole Nationale Supérieure d'Electrotechnique, d'Electronique, d'Informatique, d'Hydraulique et des Télécommunications, de l'Institut National Polytechnique de Toulouse- Spécialité Mécanique et Génie Hydraulique",11,2,correspondance_officielle_france_competences,officiel
RNCP40950,"Ingénieur diplômé de l'école polytechnique universitaire de Nantes Université, spécialité Génie des Procédés",12,3,correspondance_officielle_france_competences,officiel
RNCP40955,"Ingénieur diplômé de l’Ecole polytechnique universitaire de l'université de Lille, spécialité Génie électrique et mécatronique",11,3,correspondance_officielle_france_competences,officiel
RNCP40956,Ingénieur diplômé de l'Institut Polytechnique des Sciences Avancées,11,2,correspondance_officielle_france_competences,officiel
RNCP40975,"ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité génie mécanique",12,3,correspondance_officielle_france_competences,officiel
RNCP41149,"Ingénieur diplômé de l’école nationale supérieure Mines-Télécom Lille Douai de l'Institut Mines-Télécom, spécialité génie énergétique",10,2,correspondance_officielle_france_competences,officiel
RNCP41150,"Ingénieur diplômé de l’école nationale supérieure Mines-Télécom Lille Douai de l'Institut Mines-Télécom, spécialité Systèmes ferroviaires",10,2,correspondance_officielle_france_competences,officiel
RNCP41236,"Ingénieur diplômé de l’École d’ingénieurs SIGMA Clermont de l’Institut National Polytechnique Clermont Auvergne, spécialité chimie",11,2,correspondance_officielle_france_competences,officiel
RNCP41259,"Ingénieur diplômé de l’école nationale supérieure en génie des technologies industrielles de l’université de Pau, spécialité génie des procédés",12,3,correspondance_officielle_france_competences,officiel
RNCP41270,Ingénieur diplômé de l’Ecole nationale des ponts et chaussées,9,1,correspondance_officielle_france_competences,officiel
RNCP41557,Chimie : Chimie industrielle,9,1,correspondance_officielle_france_competences,officiel
RNCP42286,Ingénieur diplômé de l'école nationale supérieure de technologie des biomolécules de Bordeaux de l’institut polytechnique de Bordeaux,12,3,correspondance_officielle_france_competences,officiel
RNCP42292,"Ingénieur diplômé de l'école nationale supérieure de techniques avancées, spécialité systèmes embarqués",11,2,correspondance_officielle_france_competences,officiel
RNCP42373,"Ingénieur diplômé de l'école nationale supérieure d’électronique, informatique, télécommunications, mathématique et mécanique de Bordeaux de l’institut polytechnique de Bordeaux, spécialité mathématiques appliquées et mécanique",9,1,correspondance_officielle_france_competences,officiel
RNCP42379,"Ingénieur diplômé de l’ENSIL-ENSCI de l'Université de Limoges, spécialité mécatronique",11,3,correspondance_officielle_france_competences,officiel
RNCP42440,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Agroalimentaire ",11,2,correspondance_officielle_france_competences,officiel
RNCP42445,"Ingénieur diplômé du Conservatoire national des art et métiers, spécialité Aéronautique et espace",12,3,correspondance_officielle_france_competences,officiel
RNCP42446,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Systèmes électroniques",11,2,correspondance_officielle_france_competences,officiel
RNCP42534,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Mécanique",12,3,correspondance_officielle_france_competences,officiel
RNCP42569,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Chimie",11,2,correspondance_officielle_france_competences,officiel
RNCP42700,"Ingénieur diplômé de l'Institut national des sciences appliquées de Toulouse, spécialité mathématiques appliquées",17,3,correspondance_officielle_france_competences,officiel
RNCP42705,"Ingénieur diplômé de l'Institut national des sciences appliquées de Toulouse, spécialité génie des procédés et environnement",11,2,correspondance_officielle_france_competences,officiel
RNCP42733,"Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité Systèmes numériques",12,3,correspondance_officielle_france_competences,officiel
RNCP42752,"Ingénieur diplômé de l’Ecole supérieure d’ingénieurs en agroalimentaire de Bretagne Atlantique de Bretagne INP, spécialité agroalimentaire",12,3,correspondance_officielle_france_competences,officiel
RNCP35351,"Qualité, Logistique Industrielle et Organisation : Organisation et supply chain",2,1,correspondance_officielle_france_competences,officiel
RNCP35489,Métiers de la Transition et de l'Efficacité Energétiques : Exploitation des installations énergétiques pour le bâtiment et l’industrie,2,1,correspondance_officielle_france_competences,officiel
RNCP37657,Manager de proximité,2,1,correspondance_officielle_france_competences,officiel
RNCP37960,"Ingénieur de l'Ecole nationale supérieure d'agronomie et des industries alimentaires, spécialité Production agroalimentaire",3,2,correspondance_officielle_france_competences,officiel
RNCP37976,"Ingénieur diplômé de l’Ecole Nationale Supérieure d’Ingénieurs Sud-Alsace de l'Université de Mulhouse, spécialité Génie Industriel",3,2,correspondance_officielle_france_competences,officiel
RNCP38266,Manager de la performance industrielle (MS),3,2,correspondance_officielle_france_competences,officiel
RNCP38690,Génie industriel (fiche nationale),3,2,correspondance_officielle_france_competences,officiel
RNCP39911,"Ingénieur diplômé de l’École nationale supérieure d'ingénieurs de Bretagne Sud de l'université de Bretagne-Sud, spécialité génie civil",2,1,correspondance_officielle_france_competences,officiel
RNCP40300,Métiers de l'industrie : gestion de la production industrielle (fiche nationale),2,1,correspondance_officielle_france_competences,officiel
RNCP40417,"Ingénieur diplômé de l'Ecole Nationale Supérieure des Mines de Saint-Etienne de l'institut Mines-Telecom, spécialité Génie Industriel",3,2,correspondance_officielle_france_competences,officiel
RNCP40562,CQP Responsable de secteur d'activités industrielles,2,1,correspondance_officielle_france_competences,officiel
RNCP40970,"Ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité Génie Industriel",3,2,correspondance_officielle_france_competences,officiel
RNCP38413,Architecte des systèmes d'information dans les processus industriels,12,3,correspondance_officielle_france_competences,officiel
RNCP38171,Histoire du droit et des institutions (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP42093,Responsable traduction et exploitation en langues étrangères,4,2,correspondance_officielle_france_competences,officiel
RNCP40279,Chargé de développement d'activités touristiques,8,1,correspondance_officielle_france_competences,officiel
RNCP36380,Manager du développement international mode et luxe,3,2,correspondance_officielle_france_competences,officiel
RNCP39362,Manager en stratégie de développement des affaires,3,2,correspondance_officielle_france_competences,officiel
RNCP35498,Génie Industriel et Maintenance : Ingénierie des Systèmes Pluritechniques,2,2,correspondance_officielle_france_competences,officiel
RNCP40340,Maintenance et technologie : technologie médicale et biomédicale (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP40512,Sciences et Ingénierie - Génie Industriel et Systèmes Numériques,2,2,correspondance_officielle_france_competences,officiel
RNCP40807,Métiers de la santé : technologies (fiche nationale),7,2,correspondance_officielle_france_competences,officiel
RNCP37561,Assistance technique d'ingénieur,1,1,correspondance_officielle_france_competences,officiel
RNCP38625,Assistant d'administration commerciale (TPE/PME),1,1,correspondance_officielle_france_competences,officiel
RNCP38717,Gestion,1,1,correspondance_officielle_france_competences,officiel
RNCP40517,Métiers de la gestion et de la comptabilité : fiscalité (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP41261,"Finance, administration, comptabilité",1,1,correspondance_officielle_france_competences,officiel
RNCP41686,Office manager,1,1,correspondance_officielle_france_competences,officiel
RNCP35963,Responsable conformité,10,2,correspondance_officielle_france_competences,officiel
RNCP37936,Diplôme d’Etudes Supérieures en Management Global,9,2,correspondance_officielle_france_competences,officiel
RNCP39075,Finance ,10,2,correspondance_officielle_france_competences,officiel
RNCP39076,Economie et Finance ,7,1,correspondance_officielle_france_competences,officiel
RNCP41196,Diplôme d'études supérieures en finance,7,1,correspondance_officielle_france_competences,officiel
RNCP37682,Technicien supérieur systèmes et réseaux,7,2,correspondance_officielle_france_competences,officiel
RNCP40357,"Technicien informatique en installation, maintenance et support",7,2,correspondance_officielle_france_competences,officiel
RNCP41110,Technicien support en numérique,1,1,correspondance_officielle_france_competences,officiel
RNCP42280,Technicien assistance à distance des systèmes d'information et de communication (Technicien Centre national d'appui à distance),7,2,correspondance_officielle_france_competences,officiel
RNCP37022,Métiers de l’audiovisuel option techniques d’ingénierie et exploitation des équipements,2,1,correspondance_officielle_france_competences,officiel
RNCP41116,Superviseur en animation et effets spéciaux,2,1,correspondance_officielle_france_competences,officiel
